wordcontent,sentences,index
रात्री,११ सप्टेंबर रोजी दुपारी ३ वाजून ५५ मिनिटांनी सुरू होणाऱ्या खंडग्रास सूर्यग्रहणाचा मोक्ष रात्री ८ वाजून ७ मिनिटांनी होईल .,561
रात्री,रात्री १० नंतर काही जणांचे मोबाईल सुरू झाले .,607
रात्री,मुद्देमाल जप्त करण्याची कारवाई रात्री उशिरापर्यंत सुरू होती .,784
सरकारने,एलपीजी गॅसचा पुरवठा करणाऱ्या कंपन्यांच्या मनमानी कारभाराने येथील नागरिक त्रस्त असतानाच केंद्र सरकारने महानगर गॅस लिमिटेडच्या माध्यमातून वाहिन्यांद्वारे गॅस पुरविण्याचा निर्णय घेतल्यानंतर येथील नागरिकांत समाधानाचे वातावरण आहे .,156
सरकारने,सरकारने कारखान्याला आर्थिक मदत करण्याची तयारी दाखविल्यामुळे कारखाना सुरू करण्यासाठी शुक्रवारपासून ( ता . २० ) हालचाली सुरू झाल्या होत्या .,333
सरकारने,"आमच्या सरकारने लघु पाटबंधारे योजनांची अंमलबजावणी करणे , तलाव उभारण्यासाठी ३०० कोटींचा निधी उपलब्ध केला आहे .",538
सरकारने,या पूर्वीच्या कॉंग्रेस सरकारने उपरोक्त योजनेसाठी फक्त १६८ कोटींचा निधी राखून ठेवला होता .,539
सरकारने,"आज केंद्र सरकारने याबाबतचा वटहुकूम जारी केला असून , त्याबाबतचे विधेयक लवकरच संसदेत सादर केले जाणार आहे .",616
सरकारने,मात्र त्यापूर्वीच सरकारने हा वटहुकूम काढला आहे .,622
होतात,अशा वेळी मोठ्या प्रमाणावर ही अतिक्रमणे होतात .,527
होतात,कॉंग्रेसमध्ये नेते तयार होतात ते फक्‍त जनतेला लुटण्यासाठीच असे अमित ठक्कर यांनी सांगितले .,815
होतात,पंचवीस विद्युत पंपांची क्षमता असणाऱ्या रोहित्रावर सुमारे ५० ते ६० पंप सुरू होतात .,1293
होतात,"तेही चार्ज होत नसल्याने , या भागातील दुकाने रात्री लवकरच बंद होतात .",1311
होतात,"मात्र शासकीय कागदपत्रे गहाळ केली , तर १९९३च्या पब्लिक रेकॉर्डस्‌ कायद्याखाली फौजदारी गुन्हा असल्याने अशा अधिकाऱ्यांना तशी जाणीव दिल्यास गहाळ कागदपत्रे उपलब्ध होतात , असाही अनुभव आल्याचे त्यांनी मंत्रालय - विधिमंडळ वार्ताहर संघाच्या वार्तालाप कार्यक्रमात विषद केले .",1392
होतात,क्षणार्धात दोन्ही टीमचे खेळाडू गायब होतात आणि आता रस्त्यावर शिव्यांची लाखोली वाहणारा एकच माणूस दिसतो .,3710
चांगल्या,चांगल्या २५ - ३० पायर्‍या चढून गेल्यावर वर श्री रघुनाथ मंदिर आहे .,912
चांगल्या,"त्यानंतर मुलगी चांगल्या संस्कारित घरात जावी , हेही पाहिले जात आहे .",1481
चांगल्या,"डायनासोरची नखे , खांद्याजवळचे आणि पायांचे अवशेष चांगल्या स्थितीत मिळाले .",1663
चांगल्या,नोकरी निवडतानाच अधिक चांगल्या पगाराकरिता उमेदवार आग्रही असल्याने कंपन्यांपुढील पेच वाढला आहे .,1933
चांगल्या,गेल्या महिन्यात ग्राहक पंचायतीने एका चांगल्या कंपनीच्या बिस्किटातील गैरव्यवहार शोधला होता .,2013
चांगल्या,चांगल्या पर्यायासाठी आग्रही हल्ली नोकरी निवडताना नवख्या उमेदवारांच्याही अपेक्षा मोठ्या असतात .,2068
मंदिरात,"गांधीनगरपासून जवळच असलेल्या एका मंदिरात ही प्रतिकृती ठेवण्यात आली असून , तापमान ४५ अंशांवर गेले , तरी ती वितळत नाही .",1346
मंदिरात,शहापूर येथील सरस्वती वाचनालयातर्फे त्यांचा आज नागरी सत्कार येथील कला मंदिरात झाला .,1417
मंदिरात,"त्यांच्या रचनांवर आधारित "" देणे मंगेशाचे ' हा आगळा कार्यक्रम आज सायंकाळी कला अकादमीच्या मा . दीनानाथ कला मंदिरात आस्वादताना रसिक गुंग झाले .",2220
मंदिरात,येथील महाकवी कालिदास कला मंदिरात हे अधिवेशन झाले .,3891
मंदिरात,इथून पुढं गेल्यावर आम्ही एका गणेश मंदिरात प्रवेश केला .,4180
मंदिरात,"सुटीचा दिवस , लग्नसराईमुळे मंदिरात भाविकांची गर्दीही मोठ्या प्रमाणात होती .",5468
होत्या,याबाबत डावखरे यांनी ठाणे व मुंबईत दोन बैठकाही घेतल्या होत्या .,198
होत्या,शिवाजी विद्यापीठाच्या राज्यशास्त्र विभागाच्या वतीने स्त्री हक्क या विषयावर आयोजित कार्यशाळेच्या उद्‌घाटनप्रसंगी त्या बोलत होत्या .,245
होत्या,""" मिळून साऱ्या जणी "" च्या संपादिका विद्या बाळ प्रमुख उपस्थित होत्या .",248
होत्या,चारूकाकांच्या पत्नी तर रडून रडून लालबुंद झाल्या होत्या .,271
होत्या,फक्त इरावतीबाई तटस्थ होत्या .,272
होत्या,सरकारने कारखान्याला आर्थिक मदत करण्याची तयारी दाखविल्यामुळे कारखाना सुरू करण्यासाठी शुक्रवारपासून ( ता . २० ) हालचाली सुरू झाल्या होत्या .,333
फोन,दुसऱ्या दिवशी डॉक्टरांचा फोन पुन्हा एकदा आलाच .,1108
फोन,"कशाला फोन केलात ? """,1110
फोन,""" बाबांनी तुला सांगितलंय की मला फोन करू नकोस अथवा भेटू नकोस मला कुठं तसं सांगितलंय की तुला फोन करायचा नाही किंवा भेटायचं नाही म्हणून "" !",1111
फोन,पण मी तुम्हाला सांगते की तुम्हीसुद्धा मला फोन करायचा नाही .,1113
फोन,आज तुला फोन केला आहे तो इरावतीचा तुला निरोप द्यायला .,1118
फोन,"तुमचं कोल्हापूरला ठरलेलं मी सर्व तिला सांगितलं तर ती म्हणाली , आता तिला घरी तुमच्याशी बोलता येणार नसेल आणि तुम्हाला तिला काही निरोप द्यायचा असेल तर तिला माझ्या दवाखान्यात फोन करून माझ्याकडे तो द्यायला सांगा .",1119
थंड,"निदान परदेशात तरी थंड राहा "" .",285
थंड,पेय थंड अथवा गरम ठेवण्यासाठी थर्मासचा उपयोग केला जातो .,3436
थंड,"इथल्या टाक्‍यातल्या स्वच्छ , रुचकर , थंड पाण्यानं आणि गडावरच्या भन्नाट वाऱ्यानं श्रमपरिहार तर झालाच , पण पुढच्या अवघड वाटेसाठी उल्हासदेखील वाटला .",4164
थंड,एक उकळी आणून ( उकळत्या पाण्यात एक मिनिटापेक्षा कमी वेळ टाकून ) लगेचच थंड पाण्यात टाकून थंड करून त्यात तिळ तेल लसूण मीठ आणि इतर पदार्थ टाकले जातात .,6274
थंड,जगातील वृत्तीय व समशीतोष्ण भागात उसाचे भरघोस पीक येते आणि थंड हवामानात साखरकंदाचे पीक भरघोस येते .,6613
थंड,"शरद ऋतूमधील अधिक लहान दिवस व अधिक थंड तापमानामुळे , एक पिढी दिसून येते ज्यात दोन्ही नर व माद्या ह्यांचा समावेश असतो .",6683
सर्वाधिक,मात्र मार्क्‍सवादी पक्षाच्या एका वरिष्ठ नेत्याच्या म्हणण्यानुसार त्यांची सर्वाधिक पसंती मुखर्जी यांनाच आहे .,859
सर्वाधिक,"कोकणात सर्वाधिक पाऊस पडूनही सिंचनाची व्यवस्था नसल्यामुळे या भागाचा विकास होत नाही , असे जगताप यांनी सांगितले .",1013
सर्वाधिक,राजर्षी शाहूंनी शंभर वर्षांपूर्वी सिंचनाचे महत्त्व ओळखून त्या कामाला सर्वाधिक प्राधान्य दिले .,1982
सर्वाधिक,भारतीय वंशाची अंतराळवीर सुनीता विल्यम्स आता अंतराळात सर्वाधिक वेळा चालण्याचा विक्रम करणारी महिला होण्याचा मान मिळविणार आहे .,2148
सर्वाधिक,"जुलैमध्ये पृथ्वीवर परतल्यानंतर "" नासा "" तर्फे सर्वाधिक काळ अंतराळात राहण्याचा विक्रम सुनीताच्या नावावर जमा होणार आहे .",2152
सर्वाधिक,"याशिवाय अंतराळात सर्वाधिक "" स्पेसवॉक "" करणारी महिला , हा बहुमानही फेब्रुवारीअखेर तिच्याच नावे असणार आहे .",2153
असेही,"जनहित याचिकेत या सर्वांना प्रतिवादी करणे शक्‍य नाही , असेही नमूद करण्यात आले आहे .",0
असेही,"प्रवाशांची गर्दी वाढल्यास जादा गाड्या सोडण्याचा निर्णय घेण्यात येईल , असेही ते म्हणाले .",32
असेही,"या समितीचे काम एक जूनपासून सुरू केले जाणार असून सहा महिन्यांत ते पूर्ण करावे आणि दर महिन्याला न्यायालयास अहवाल सादर करावा , असेही उच्च न्यायालयाने आज स्पष्ट केले .",46
असेही,"जूनच्या शेवटच्या आठवड्यापर्यंत कारखाना सुरू ठेवून तालुक्‍यातील जास्तीत जास्त उसाचे गाळप करण्यात येणार आहे , असेही त्यांनी सांगितले .",341
असेही,"औंढ्याच्या शासकीय विश्रामगृहावर दोन पोलिस बंदोबस्तासाठी ठेवले असते , तर हा प्रकार घडलाच नसता असेही श्री . घुगे यांनी सांगितले .",502
असेही,"देशाला ही स्पर्धा जिंकून देण्यासाठी मी क्षमतेचा पूर्ण वापर करण्याचा प्रयत्न करीन , असेही शोएबने सांगितले .",580
वर्षी,या वर्षी २००७ मध्ये दोन खग्रास चंद्रग्रहण आणि दोन खंडग्रास सूर्यग्रहण होणार आहे .,546
वर्षी,गेल्या वर्षी ३८ दरोडे पडले होते .,1226
वर्षी,त्यातील अनेक वडील गेल्या चार वर्षांपासून बाशिंग बांधून बसलेल्या मुलासाठी दर वर्षी मुहूर्त पाहण्यासाठी येत आहेत .,1476
वर्षी,"तरीही याही वर्षी योग आलाच नाही , ' असे अनुभव पुरोहित उल्हास देव यांनी सांगितले .",1478
वर्षी,"म्हणजेच दर वर्षी झपाट्याने मुली कमी होत आहेत व त्याचे परिणाम दिसायला सुरवात झाली असून , भविष्यात आणखी गंभीर परिस्थिती होऊ शकते , असे प्राथमिक केंद्रातील आरोग्य अधिकारी डॉ. संदीप घुगरे यांनी सांगितले .",1493
वर्षी,"मुलीची घटती संख्या व शिक्षणामुळे मुलींच्या वाढलेल्या अपेक्षा , वैचारिक पातळी यांमुळे परिसरात दोनशेपेक्षा जास्त मुलांना याही वर्षी विवाहासाठी मुलींची स्थळे आली नाहीत .",1610
आठ,ठाकुर्लीनंतर कल्याणपर्यंतचा प्रवास आठ ते दहा मिनिटांचा आहे ; मात्र कामामुळे चार ते पाच तास लागत आहेत .,26
आठ,या प्रश्‍नावर युनियनने विनंतीपत्र दिल्यास आठ दिवसांत संबंधित अधिकाऱ्यांची बैठक घेण्याचे आश्‍वासन डावखरे यांनी दिले आहे .,195
आठ,"या मागण्या सोडविण्याबाबत संघटनेने विनंतीपत्र दिल्यास , येत्या आठ दिवसांत परिवहन समितीचे सभापती , महापालिका आयुक्त , प्रवासी संघटना आणि संबंधित अधिकाऱ्यांची बैठक घेण्यात येईल .",209
आठ,"कैलास पवार म्हणाले , "" "" गेल्या आठ वर्षांपासून "" टीएमटी ' कर्मचाऱ्यांच्या मागण्या प्रलंबित आहेत .",211
आठ,गेल्या आठ महिन्यांपासून केवळ चर्चाच सुरू आहे .,212
आठ,देशात आज आठ वर्षांपर्यंतच्या मुलींची संख्या घटत आहे .,261
नये,"दरम्यान , सोमवारी प्रवाशांकडून उद्रेक होऊ नये याची खबरदारी रेल्वे पोलिसांनी घेतली आहे .",30
नये,"आता या संघटनेमुळे प्रवाशांची गैरसोय होऊ नये , हाच माझा उद्देश आहे . ' '",208
नये,"नव्हे ते डॉक्टरांसमोर प्रकट होऊ नये , त्यांना कसली पुसट कल्पनाही येऊ नये याचा मी आटोकाट प्रयत्न करायची .",287
नये,पुरूष जर बाहेरख्यालीपणा करतो तर स्त्रीने का करू नये या बाबतीत स्त्री - स्वातंत्र्य पुरस्कर्ते म्हणण्याची शक्यता आहे .,307
नये,मात्र त्याच वेळी खासगी वाहिन्यांना नुकसान होऊ नये यासाठीही विशेष तरतूद केली जाईल .,626
नये,"मात्र माझ्या डॉक्टरांच्यावरील निष्ठेला धक्का लागू नये , ती डागाळू नये म्हणून संरक्षणही दिले .",657
हस्ते,"औद्योगिक वसाहत पोलिस ठाण्याचे सहायक निरीक्षक सी. टी. धाकराव , उद्योगपती संजय इंगळे यांच्या हस्ते उद्‌घाटन झाले .",65
हस्ते,"या वेळी फादर फ्रान्सिस दिब्रिटो यांनी लिहिलेल्या - संपादित केलेल्या "" पर्वतावरील प्रवचन ' , "" आशेचा उंबरठा ओलांडताना ' व "" शृंगार , मैत्री आणि प्रीती ' या पुस्तकांचे प्रकाशन न्यायमूर्ती धर्माधिकारी यांच्या हस्ते झाले .",185
हस्ते,"फा. सॉलोमन रॉड्रीग्ज , सिस्टर सांतान नागो , सि. ब्लेसिना , फादर फ्रान्सिस डाबरे व पत्रकार मायकल घोन्सालवीस यांचा सत्कारही श्री. धर्माधिकारी यांच्या हस्ते करण्यात आला .",186
हस्ते,"प्रसिद्ध गीतकार जगदीश खेबुडकर यांच्या पुस्तकांचे प्रकाशन शिवसेनाप्रमुखांच्या हस्ते आज मातोश्रीवर झाले , त्या वेळी ते बोलत होते .",408
हस्ते,"खेबुडकर यांच्या सामाजिक गीतांवर आधारित ठिणग्यांची फुले , बाभूळबन व चित्रपटगीतांवर आधारित चित्रगंगा भाग १ व भाग २ या चार पुस्तकांचे प्रकाशन बाळासाहेबांच्या हस्ते पार पडले .",409
हस्ते,१३ जानेवारी १९७० रोजी यशवंतराव चव्हाण यांच्या हस्ते त्याचे उद्‌घाटन झाले .,901
परिणाम,"आज रविवार असल्याने फारसा परिणाम जाणवला नाही ; मात्र उद्या ( ता . ३० ) कार्यालयीन दिवस असल्याने नोकरदार मंडळींचे हाल होणार असून , रेल्वेस्थानक आणि गाड्यांमध्ये गर्दीचा महापूर लोटण्याची शक्‍यता वर्तविली जात आहे .",20
परिणाम,वीज केंद्रातील संच सतत बंद पडण्याचा परिणाम भारनियमन वाढण्यावर होत आहे .,457
परिणाम,२ ) राज्यातील भारनियमनावर परिणाम,468
परिणाम,"विशेष म्हणजे , त्यांच्यावर अतिनील किरणांचा परिणाम होत नसल्याचे आढळून आले .",1107
परिणाम,"परंतु , मानवी आयुष्यावर समग्र परिणाम हा बहुदा साहित्यातून घडतो .",1424
परिणाम,"म्हणजेच दर वर्षी झपाट्याने मुली कमी होत आहेत व त्याचे परिणाम दिसायला सुरवात झाली असून , भविष्यात आणखी गंभीर परिस्थिती होऊ शकते , असे प्राथमिक केंद्रातील आरोग्य अधिकारी डॉ. संदीप घुगरे यांनी सांगितले .",1493
राष्ट्रीय,"""मॉल'च्या माध्यमातून बहुराष्ट्रीय कंपन्या शेतकऱ्यांच्या जमिनीवर ताबा मिळवतील , असे राष्ट्रीय स्वयंसेवक संघाचे सरसंघचालक के. सुदर्शन यांनी आज येथे सांगितले .",345
राष्ट्रीय,ग्राहक पंचायतीच्या राष्ट्रीय अधिवेशनाच्या समारोप सोहळ्यात ते बोलत होते .,346
राष्ट्रीय,"ग्राहक पंचायतीचे नेते बिंदुमाधव जोशी , अध्यक्ष राजाभाऊ पोफळी , श्रीकांत जोशी , राष्ट्रीय सरचिटणीस प्रभुलाल जैस्वाल , स्वागताध्यक्ष दिलीप सारडा , अरुण देशपांडे आदी व्यासपीठावर उपस्थित होते .",347
राष्ट्रीय,मुंबई विद्यापीठाच्या ऍकॅडमी ऑफ थिएटर आर्टस्‌च्या वतीने झालेल्या राष्ट्रीय वसंत नाट्योत्सवाच्या समारोपप्रसंगी ते बोलत होते .,1022
राष्ट्रीय,महाराष्ट्राबाहेरील नाटके सादर झाल्यामुळे या महोत्सवाला खऱ्या अर्थाने राष्ट्रीय स्वरूप आले होते .,1034
राष्ट्रीय,"याच हेतूने "" सी - डॅक "" ने अक्षरलेखक , भाषातज्ज्ञ , सॉफ्टवेअर विकसक यांना एकत्र आणण्यासाठी दोन दिवसीय राष्ट्रीय चर्चासत्राचे आयोजन केले असून , त्याचे आज उद्‌घाटन झाले .",1737
सात,जीप चोरीला गेल्याचे सकाळी सात वाजता चालक अशोक दसरे यांच्या लक्षात आले .,482
सात,मात्र दुसऱ्या बाजूने विचार केल्यास सात मिनिटांचा फरक संपविण्यासाठी दूरदर्शनला ७५ टक्के नफ्यावर पाणी सोडावे लागणार आहे हे उघड आहे .,618
सात,वेस्ट इंडीजविरुद्धच्या चार सामन्यांच्या प्रक्षेपणाचे सात मिनिटे उशिराने डिफर्ड फीड दूरदर्शनला दिले जात होते व त्यामुळे केबल नसलेल्या प्रेक्षकांना दूरदर्शनवरून सात मिनिटे उशिराने सामना पाहावा लागत होता .,624
सात,दूरदर्शनला सात मिनिटे उशिरा फीड दिल्याबद्दल केंद्रीय माहिती व प्रसारण मंत्री प्रियरंजन दासमुन्शी यांनी निंबसवर काही दिवसांपूर्वी टीका केली होती .,629
सात,"ज्या देशवासीयांकडे केबल नाही , त्यांना सात मिनिटे उशिरा सामना दाखवावा लागत असल्याने निंबस अन्याय करत असल्याचे मत त्यांनी व्यक्त केले होते ;",630
सात,बसने दिल्ली - हरिद्वार - हृषीकेश प्रवासाला सात तास लागतात .,920
सरोवर,पुरीपासून विशाल चिलका सरोवर थोड्या अंतरावर आहे जेथे नौकाविहाराबरोबरच वॉटलनेक डॉल्फिन पाहण्याचा आनंदसुद्धा घेऊ शकतो .,8995
सरोवर,नौकाविहारासाठी नगरपालिका बागेत एक कृत्रिम सरोवर आहे .,9095
सरोवर,लेक मिस्ट : हे सरोवर मसुरीपासून ७ किलोमीटर लांब कँपटी फाल मार्गावर वसलेले आहे .,9106
सरोवर,मसुरीपासून ७ किलोमीटर लांब देहरादून मार्गावर वसलेले मसुरी सरोवर देहरादूनपासून मसुरीला येणार्‍या पर्यटकांचे स्वागत करते .,9112
सरोवर,गोड्या पाण्याचे सरोवर : छत्रकुंडच्या आजूबाजूला ओक आणि देवदारचे वृक्ष आहेत .,9139
सरोवर,भारतातील स्वच्छ पाण्याच्या सरोवरांमध्ये सर्वात मोठे असे वूलर सरोवर श्रीनगरच्या ईशान्येला सुमारे ३२ किलोमीटर दूर आहे .,9190
याची,"दरम्यान , सोमवारी प्रवाशांकडून उद्रेक होऊ नये याची खबरदारी रेल्वे पोलिसांनी घेतली आहे .",30
याची,"नृसिंह कारखाना कधी सुरू होणार , याची प्रतीक्षा शेतकऱ्यांना होती .",331
याची,"डॉ. बाबासाहेब आंबेडकर मराठवाडा विद्यापीठातील नाट्यगृह उद्‌घाटनाची बातमी कधी द्यायला मिळते , याची प्रतीक्षा विद्यापीठाचे "" बीट ' सांभाळणाऱ्या औरंगाबादेतील पत्रकारांना अनेक दिवासांपासून होती .",363
याची,मी तातडीने अन्य सहकाऱ्यांना याची माहिती दिली . ' ',369
याची,"याची गंभीर दखल केंद्राने घेतली असून , या कारणाचा शोध घेऊन त्यादृष्टीने उपाययोजना सुरू केल्या आहेत .",465
याची,त्यामुळे त्यांचेही नुकसान होणार नाही याची दखलही सरकारी पातळीवर घेतली जाणार आहे .,628
होऊन,"भारत - पाकिस्तानमध्ये सुरू असलेल्या हिंसाचाराला पूर्णविराम मिळावा , दोन्ही देशांमध्ये शांतता प्रस्थापित होऊन लोकांमध्ये मैत्रीची भावना निर्माण व्हावी , या उद्देशाने "" सरहद्द के पार का पैगाम ' हा मैत्रीचा संदेश घेऊन पनवेलमधील "" निसर्ग मित्र ' या संस्थेने पनवेल ते पाकिस्तान या तीन हजार कि . मी. अंतराच्या सायकल यात्रेचे आयोजन केले होते .",241
होऊन,"दरम्यान , केंद्राच्या वरिष्ठ अधिकाऱ्यांशी संपर्क साधला असता त्यांनी सांगितले , की "" बॉयलर ट्यूब लिक ' होऊन संच सतत बंद पडत आहेत .",464
होऊन,"पर्यटन क्षेत्राच्या विकासाने त्या त्या क्षेत्रात विकास होऊन थोड्या प्रमाणात का होईना , रोजगार समस्येवर मात केल्यासारखे होईल व व्यवसाय वाढेल , असा आशावाद या वेळी व्यक्त केला .",536
होऊन,आत्तीच्या नजरेला नजर देणेही मला मुश्किल होऊन बसले होते .,641
होऊन,वाचा अक्षरशः दगड होऊन गेली .,683
होऊन,एनएसडीमधून तयार होऊन बाहेर पडलेले नाट्यकर्मी ऍकॅडमी ऑफ थिएटर आर्टस्‌चे शिक्षक झाल्यामुळे या दोन्ही संस्थांत एक अतूट नाते निर्माण झाल्याचेही त्यांनी सांगितले .,1030
करण्याचा,कल्याण - डोंबिवलीतील ६७ हजार ७२० अनधिकृत बांधकामांची उच्च न्यायालयाचे माजी न्यायमूर्ती ए. एस. अग्यार यांच्या अध्यक्षतेखालील समितीमार्फत चौकशी करण्याचा महत्त्वपूर्ण आदेश मुंबई उच्च न्यायालयाने आज राज्य सरकारला दिला .,45
करण्याचा,औद्योगिक वसाहतीत राज्य शासनाने स्वतंत्र उद्योगनगरी स्थापन करण्याचा निर्णय घेतल्यानंतर उद्योजकांमध्ये उत्स्फूर्त स्वागत झाले .,72
करण्याचा,या पुनर्रचनेनंतर मात्र शासनाला उद्योगनगरी स्थापन करण्याचा निर्णय घ्यावाच लागला .,98
करण्याचा,या सामुदायिक प्रार्थनेद्वारेच त्यांनी राष्ट्रीयत्व जागृत करण्याचा प्रयत्न केला .,174
करण्याचा,"देशाला ही स्पर्धा जिंकून देण्यासाठी मी क्षमतेचा पूर्ण वापर करण्याचा प्रयत्न करीन , असेही शोएबने सांगितले .",580
करण्याचा,पण बाबांनी मला डॉक्टरांच्यापासून जास्तीतजास्त दूर करण्याचा प्रयत्न मात्र केला .,656
पुढील,सर्वोच्च न्यायालयात प्रतिज्ञापत्र सादर करून सर्वोच्च न्यायालयाच्या पुढील आदेशावर या निर्णयाची पूर्ण अंमलबजावणी अवलंबून आहे .,826
पुढील,"भयभीत झालेल्या रहिवाशांनी पहिला दरोडा पडला असतानाच पोलिसांना व्यवस्थित माहिती कळविली असती , तर पुढील तिन्ही दरोड्यांचा अनर्थ टळला असता .",1215
पुढील,विद्यापीठाच्या सव्वाशे वर्षांचा इतिहास सांगणाऱ्या डॉ. टिकेकर यांच्या पुस्तकाचे यापूर्वी इंग्रजीत प्रकाशन झाले आहे ; मात्र खेडोपाड्यांतील विद्यार्थ्यांनाही विद्यापीठाची महती कळावी या उद्देशाने पुढील २५ वर्षांचा कालावधी नव्या पाठांसहित यात घेण्यात आला आहे .,1384
पुढील,या पुढील काळात बेरजेचे राजकारण चालणार आहे . ' ',1447
पुढील,फौजदार एस. एस. पिसाळ पुढील तपास करीत आहेत .,1527
पुढील,२ ) त्याच मिळकतीच्या क्षेत्रासाठी नागरी कमाल जमीनधारणा कायदा लागू असलेल्या महापालिका हद्दीतील पुढील १० आर,1718
पैसे,"त्यांनी "" आपण शहा याच्याकडून उधारीवर सोने घेतले असून , त्याचे पैसे द्यायचे आहेत , ' असा बहाणा करून बाजारपेठेत त्याच्याशी संबंधितांकडे चौकशी सुरू केली .",793
पैसे,मात्र गंभीर धमकी देऊन पैसे वसूल केल्यास ती खंडणी ठरते .,872
पैसे,गुन्हे शाखेतील अधिकाऱ्यांच्या सूचनेनुसार अवलानी यांचे पैसे परत मिळविण्यासाठी आणि अधिकाऱ्यांना लाच देण्यासाठीची रक्कम मिळविण्यासाठीही १२ एप्रिलला अवलानी शुक्‍लांना भेटला आणि ही रक्कम घेऊन येत असताना पोलिसांनी त्याला पकडले .,877
पैसे,काही समाजात पैसे ( हुंडा ) देऊनही मुली मिळतच नाहीत .,1488
पैसे,"घरखर्च चालवायलाच पैसे नसल्याने शेती कसायला पैसे कुठून आणायचे , असा या कुंटुंबातील सदस्यांचा प्रश्‍न आहे .",1753
पैसे,त्यामुळे ग्राहकांना जादा पैसे मोजावे लागत आहेत .,2006
नदीच्या,मिठी नदीच्या रुंदीकरणावरून एमएमआरडीएच्या वरिष्ठांमध्ये रंगलेल्या वादाचा आता प्रत्यक्ष कामाला फटका बसण्याची शक्‍यता निर्माण झाली आहे .,5485
नदीच्या,"ओढ्यांना व नद्यांना गढूळ पाणी आल्याने मासे चढाला लागण्यास सुरवात झाली असून , अनके जण मासेमारीकरिता नदीच्या पात्राच्या शेजारी गेले होते .",5548
नदीच्या,बैलगाडी नदीच्या ह्या बाजूने गेली .,7909
नदीच्या,अयोध्या पवित्र शरयू नदीच्या किनार्‍यावर आहे .,8914
नदीच्या,शिप्रा अथवा क्षिप्रा नदीच्या किनार्‍यावर वसलेली महाकालाची ही उज्जैन नगरी पतितांना पावन करणारी आहे .,8916
नदीच्या,रुद्रप्रतापने बेतवा नदीच्या किनार्‍यावरील ह्या भूमीला आपली राजधानी म्हणून उपयुक्त मानले .,9005
करतो,"कुणीतरी नको असलेला पाहुणा आला की माणूस सुरवातीला "" या - या ' म्हणतो आणि मग कटवण्याचा प्रयत्न करतो , तशी अवस्था आता पालिकेची झाली आहे .",75
करतो,पुरूष जर बाहेरख्यालीपणा करतो तर स्त्रीने का करू नये या बाबतीत स्त्री - स्वातंत्र्य पुरस्कर्ते म्हणण्याची शक्यता आहे .,307
करतो,प्रत्येक डॉक्‍टर थोडीच शस्त्रक्रिया करतो ?,1252
करतो,गवंडीही तो बांधत असलेल्या इमारतीतून विविध आविष्कार निर्माण करतो .,1422
करतो,"जलमापकांमध्ये फेरफार करणारा हा भुरटा चोर डोंबिवली , बदलापूर व अंबरनाथ भागातील औद्योगिक क्षेत्रामधील कंपन्यांच्या व सोसायट्यांच्या जलमापकांमध्ये फेरफार करण्याचे काम करतो .",2335
करतो,"त्यामुळेच आज मला "" मुलगा असूनसुद्धा समीर स्वयंपाक खूप चांगला करतो , ' असे कोणी म्हटले की खूप हसू येते .",2367
